,Sentiment,Tweet
2005,negative,karang bunga ahok-djarot doang ini anis-sandi grining face with smile eye
2006,negative,anies sandi menang pilih kepala daerah dki blusukan pakai heli ujung kulon papua grining face with smile eye
2007,negative,lucu pilih kepala daerah dki ahok-djarot kalah simpati masyarakat banding menang anies-sandi
2008,negative,kalau ahok kalah anies-sandi menang jakarta rukun koruptor grining face with smile eye grining face with smile eye lying face lying face
2009,negative,berita badja rencana ahok menang kalah berita anies-sandi curang mengalahkn
2010,negative,anies sandi kalah debat final pilih kepala daerah dki via
2011,negative,kalau kalah badja buat curang picik grimacing face prabowo anies-sandi menang pilih kepala daerah dki curang
2012,negative,kampanye sandi cianjur anies dukung aher hhmm jabar siap2 landa anies-sandi 2018 zipper-mouth face siap2 kalah pilih kepala daerah
2013,negative,pilih kepala daerah panitia pakai kaos salam panitia tim menang anies-sandi main licik saja kalah
2014,negative,ahy kalah pilih kepala daerah dki putar 1 putar 2 anies-sandi serang habis buzzer2 ahox
2015,negative,anies-sandi kalau kalah pindah nyalon kabupaten bogor kyknya cocok ini bogor butuh entrepreneurship and education
2016,negative,kuat partai2 jatim mei 2017 paska pilih kepala daerah dki perhati partai dukung anies-sandi turun
2017,negative,anies sandi menang pilih kepala daerah dki
2018,negative,cek kaos dukung anies-sandi kaos2 provokatif pakai pilih kepala daerah dki pakai syukur bicara rekonsiliasi
2019,negative,bilang anies sandi menang pilih kepala daerah dki menang visi misi program jakarta rt zipper-mouth face
2020,negative,paslon 3 curang kampanye masuk masuk masjid musolah kampanye politik pilih kepala daerah aji bagi2 duit
2021,negative,dp 0 angsur 30th program sengsarain cagub 5 periode kabur gubenur babak bur
2022,negative,tunggu konfirmasi bini muda kilah
2023,negative,fitnah ini menteri didik binimuda aduh kwartal asli tetapi palsu anies sibuk urus istri muda
2024,negative,artis bor sumur ngebor kaku tangan hand
2025,negative,nginulpun diam face without mouth salam
2026,negative,wajah politik santun penuh manis tabur wacana dusta sandiwara
2027,negative,hati2 provokasi teman wajah islam wajah politik disappointed face
2028,negative,orang kaya mah bebas kaya melintir alhamdullilah
2029,negative,
2030,negative,intelijen bayar main alhamdulillah masyarakat cerdas tanggap
2031,negative,isis proses hukum knapa komentar grining face grining face grining face males betengkar anak tk gak ber bobot kilah person raising hand face with stuck-out tongue closed eyes person running person running person running
2032,negative,logika nalar ardhono
2033,negative,versus seru nonton nya acara debat
2034,negative,hhahahaa oke-ngoceh
2035,negative,pihak ormas abal abal
2036,negative,cagub kerja versus cagub wacana cagub fakta versus cagub dusta
2037,negative,bikin masyarakat bego
2038,negative,komando polling goreng kpud netral kamvreetttt
2039,negative,oke oce oke mart lama2 oke jek hahaha tidak mau kerja tidak mau capek
2040,negative,boss pergi pasang kaya bijak reklamasi
2041,negative,ahok 100 masuk akal anies 100 manis bullshit
2042,negative,adekku arti tidak mau kerja tidak mau capek smiling face with open mouth closed eyes smiling face with open mouth closed eyes
2043,negative,ngecap lucu diam
2044,negative,mas face with tears of joy gak muter2 face with stuck-out tongue closed eyes
2045,negative,
2046,negative,
2047,negative,mbak ira kusno baju pas cerah gara2 blush on nya tegang debat smiling face with open mouth cold sweat
2048,negative,susah2 tanya bisa
2049,negative,apa tanya jawab
2050,positive,pasang bawa maju sejuk jakarta
2051,positive,kpu anies-sandi unggul jakarta
2052,positive,fahri harap anies-sandi loyal jokowi
2053,positive,anies sandi gubetnur selamat moga amanah istiqomah janji janji amien robbal allamin
2054,positive,anies menang tko ahok
2055,positive,selamat pasang no 3 anies- sandi tingkat satu indonesia
2056,positive,keras moga emban amanah
2057,positive,mayanlah pks kepala dinas pks jamin anies-sandi beda warga jakarta
2058,positive,macem2 ramai pilih kepala daerah dki potong nenen jago kilah ramal anyway selamat anies-sandi
2059,positive,beliau unggul 58 hitung suara pilgub dki 2017 versi quick count lembaga survei
2060,positive,sudah netizen tubir sudah anis sandi deh menang ini sudah tubir melulu
2061,positive,jakarta gubernur selamat lupa jalan janji janji manis
2062,positive,selamat sukses gubernur wakil gubernur jakarta
2063,positive,alhamdulillah keren mancarli aman lancar kendali terima kasih jakarta sudah tarik selamat kamu gub-wakil gubernur pilih
2064,positive,tugas berat mas bang moga amanah wujud janji warga jakarta
2065,positive,enak orang jakarta rumah dp 0 kemana2 5 ribu
2066,positive,selamat pasang no 3 anies- sandi durian selatan
2067,positive,selamat menang moga bisa maju dki
2068,positive,prabowo anies-sandi menang
2069,positive,selamat anies-sandi gubernur wakil gubenur moga amanah
2070,positive,dengar pidato anies barusan harap menang gubernur untuk jakarta radikalisme
2071,positive,moga program gubernur pilih wujud nyata program yang jalan sesuai harap
2072,positive,terima gubernur terima kasih gubernur sudah selisih satu maju
2073,positive,jakarta gubenur selamat warga jakarta moga maju aman sejahtera
2074,positive,hai menang sombong kalah marah
2075,positive,ahok djarot menang tinggal lanjut tugas anis sandi menang mudah
2076,positive,kalau hasil qc jam 14 35 menang anies-sandi
2077,positive,selamat anies sandi unggul hitung cepat
2078,positive,pilih peci jakarta pusat mayor
2079,positive,moga bukti jakarta milik pesta demokrasi baik indonesia
2080,positive,lantun shalawat iring sandiaga uno keluarga tps
2081,positive,orang tiga cikini menteng
2082,positive,sandi menang minimal tps
2083,positive,ornamen betawi hias tps 28 anies coblos
2084,positive,asli suku betawi pilih pimpin muslim pimpin jakarta allahuakbar 3x
2085,positive,anies-sandi upaya buruh jakarta
2086,positive,neng lihat expresinya
2087,positive,unggul wilayah raih 57 96
2088,positive,manfaat loyalis gubernur dki
2089,positive,anies larang warga dki buka medsos nama rekonsiliasi via
2090,positive,janji kampanye anies apbd dki
2091,positive,keren karang bunga tanding aja dukung lucu
2092,positive,anies-sandi harap perhati olahraga dki jakarta
2093,positive,ikhtiar sungguh kembali hadir adil warga
2094,positive,gulir ide rumah orang bicara rumah murah kuat gagas pimpin
2095,positive,janji kampanye anies sandi bidang wirausaha
2096,positive,ayo sahabat kerja nyata jakarta
2097,positive,orang jakarta doa
2098,positive,as karang bunga mati kuasa welcome
2099,positive,anies - sandi pasti tutup hotel alexis malioboro
2100,positive,dampak menang anies-sandi gera saham -
2101,positive,kalah
2102,positive,warga jakarta payung sapa program
2103,positive,putar
2104,positive,terima kasih warga jakarta pilih warga kebayoran kawal amanah ummat
2105,positive,selamat amanah maju kota bahagia warga
2106,positive,pasang pasang ideal dinamika ibu kota jakarta
2107,positive,bahas di-counter situs anti isu bohong tim
2108,positive,fakta 58 pilih sepakat sbaliknya pmilih 42 bagaimana
2109,positive,saksi live rajut jakarta bang anies bang sandi
2110,positive,rindu capai klimaks sosok gubernur jakarta cinta persija insha allah chant gema stadion
2111,positive,nunggu hasil resmi kpu yuk kawal rangkul smua
2112,positive,silaturahmi teman media ikut giat kampanye terima kasih salam
2113,positive,era pasti ucap paham nenek kamu ucap prilaku santun
2114,positive,mas sugeng laku umkm gultik undang posko menang moga usaha sukses okay-oce
2115,positive,hati
2116,positive,rumah dp 0 perintah provinsi subsidi rp 52 juta unit
2117,positive,menang menang warga jakarta umat islam juang tuntut adil hukum
2118,positive,teman ahok anies-sandi ahok
2119,positive,menang putar 2 menang kelompok orang menang warga dki rakyat indonesia
2120,positive,2 moga lebur rawan rawan jakarta satu
2121,positive,cfd sandiaga uno seru ramai sehat
2122,positive,tim transisi anies-sandi usul program dp 0 masuk apbd
2123,positive,dahsyat sesal coblos kemarin
2124,positive,terap open government good governance triple pasword apbd dki bantu realisasi program
2125,positive,wakil timses anies-sandi pantau coblos ulang tps 1 gambir
2126,positive,syukur allah orang cerdas pandai jakarta bukti menang telak
2127,positive,maaf ahoker kalau tuju anies bagaimana
2128,positive,tuduh dukung ekstrimis momen gagal fokus cc
2129,positive,anies komitmen kota jakarta bhineka indonesia anies-sandi
2130,positive,1 biar komitmen dukung tegur kritisi
2131,positive,terima kasih rawan agus-sylvi pilih
2132,positive,anies-sandi satu warga jakarta belah
2133,positive,menang sungguh adil hukum adil sosial timpang rasa rakyat
2134,positive,percaya pimpin jakarta santun jakarta jakarta
2135,positive,siiiip bantu kawal yaa realisasi smua program
2136,positive,pimpin tengah rangkul smua masyarakat beda suku agama ras antargolongan
2137,positive,polda objektif selidik sandiaga uno
2138,positive,persija stadion rumput mu
2139,positive,kompas tv sandiaga uno
2140,positive,percaya usaha sia terus emban amanat jakarta warga
2141,positive,salam saudara dasar exitpoll teliti dan kembang kompas mayoritas pilih pan pilih pasang anies-sandi
2142,positive,maju ht sejuk satu bangsa sama2 maju jakarta
2143,positive,keras emban amanah
2144,positive,syukur alhamdulillah menang rakyat jakarta mata
2145,positive,waaah
2146,positive,bicara sembarang pihak usaha rakyat beda ahok profesional kembang
2147,positive,saran wujud program dana 1milyar rw butuh tuju dprd ri ri cegah korupsi
2148,positive,iya tuju banget ht bawa jakarta
2149,positive,saran reklamasi dapat batal bicara perintah pusat
2150,positive,jeda iklan sandiaga turun panggung debat peluk erat nelayan bang
2151,positive,lsi jelang pilih kepala daerah suara ahok tinggal anies -
2152,positive,sandiaga uno gaji kaum dhuafa
2153,positive,bismillah moga gubernur baruu
2154,positive,allah karunia gubernur wakil gubernur jujur adil amanah benar2 tulus abdi maslahat dki jakarta amin
2155,positive,tarik sesuai hati nurani hand hand hand
2156,positive,selamat hasil hand
2157,positive,macam ramai pilih kepala daerah dki potong nenen jago kilah ramal selamat anies-sandi
2158,positive,moga janji gubernur penuh folded hands
2159,positive,jakarta benar milik indonesia terima kasih
2160,positive,pilih hand hand hand
2161,positive,anies pasrah hasil pilih kepala daerah dki jakarta
2162,positive,allahuakbar 3x
2163,positive,hand hand hand
2164,positive,beda 17 suara ahy anies-sandi glowing star glowing star glowing star
2165,positive,menang pilih kepala daerah dki prabowo anies-sandi kerja keras
2166,positive,doain daerah saja gub nya folded hands aa gym kritik syukur anies-sandi menang pilih kepala daerah dki
2167,positive,feeling sih menang pasang anies-sandi
2168,positive,kpu umum hasil pilih kepala daerah dki anies-sandi menang karang bunga gak pengaruh cat face with tears of joy
2169,positive,hasil rekapituasi manual pilih kepala daerah dki anies-sandi menang
2170,positive,alesha saja milih no 3 gak smiling face with sunglasses salam 3 jari
2171,positive,hand hand hand
2172,positive,hand jakarta
2173,positive,hahaha adjrot adjrot saja habis akal kalah kandidat favorit lovered lovered
2174,positive,insya allah menang luka hati umat islam jabat hand hand hand
2175,positive,sayang acara keren hand hand
2176,positive,anies hand gubernur rakyat gubernur kembang
2177,positive,ahok najwa benar benar mati kutu bingung tuding ringan smiling face with heart-eyes smiling face with heart-eyes
2178,positive,
2179,positive,saudara
2180,positive,pan
2181,positive,hallo bang asyik habis manggung da thumbs up thumbs up
2182,positive,hand hand hand
2183,positive,nongkrong tiba2 datang timses paslon 3 hand
2184,positive,anies pempmpinnya maju jalan ridhoi allah thumbs up thumbs up
2185,positive,gubernur pilih anies
2186,positive,coba terap laku hand
2187,positive,3 3 lupa yaaa hand hand hand
2188,positive,brgabung dukung usaha pimpin ust yusuf mansyur folded hands
2189,positive,sih saja hand
2190,positive,wiiih aqua pilih no 3 hand hand hand
2191,positive,kayak deh fokus insyaalloh oke saja hand
2192,positive,
2193,positive,jaring hadir okeoce mart hand
2194,positive,pilih no 3 tanggal 19 april kakak hand
2195,positive,kali bapak lihat rspun selfie hand
2196,positive,rangkul orang batas usia kelamin hand victory hand
2197,positive,jago bidang digital smiling face with sunglasses hand
2198,positive,
2199,positive,sandiaga bangun rumah dp 0 simpel banding tol cipali
